"","Cust_ID","Dwelling","LengthRes","HomeCode","HomeValue","IncCode","AgeCode","Child0_2","Child3_5","Child6_11","Child12_16","Child17_18","FirstChannel","Email","OccupCd","Travel","CurrAff","CurrEv","Wines","FineArts","Exercise","SelfHelp","Collect","Needle","Sewing","DogOwner","CarOwner","Cooking","Pets","Fashion","Camping","Hunting","Boating"
"84594",85570652,1,17,2,142000,7,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
"84604",85571269,1,4,2,0,9,3,2,2,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84611",85571896,1,20,2,129000,9,3,2,3,2,2,2,3,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"84614",85572170,1,9,2,0,9,5,2,2,2,2,2,3,0,6,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"84622",85572751,1,20,2,0,8,6,2,2,2,2,2,3,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"84626",85573120,1,10,2,0,9,6,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84634",85574401,1,20,2,69000,4,4,2,2,2,2,2,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"84646",85575268,1,4,2,0,5,3,2,2,2,3,3,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84647",85575287,1,20,2,69000,7,6,2,2,2,2,2,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"84648",85575340,1,20,2,141000,5,6,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84653",85575584,1,20,2,66000,9,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84655",85575657,1,20,2,79000,3,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"84660",85575938,2,10,2,0,7,3,2,2,2,2,2,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"84662",85576239,1,12,2,98000,5,6,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84668",85576870,1,19,2,0,5,6,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84676",85577713,1,13,2,175000,6,5,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"84685",85578008,1,17,2,0,2,6,2,2,2,2,2,3,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"84688",85578494,1,18,2,76000,6,3,2,2,2,2,3,3,0,8,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
"84691",85578826,1,20,2,56000,4,6,2,2,2,2,2,3,0,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"84693",85579001,1,15,2,64000,8,4,2,2,2,2,2,3,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"84694",85579037,1,2,2,0,6,6,2,3,3,2,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"84695",85579091,1,5,2,0,4,3,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84700",85579427,1,19,2,61000,2,7,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84701",85579437,1,10,2,0,6,3,2,2,3,3,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84703",85579690,1,8,2,0,9,3,2,3,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84708",85579912,1,20,2,81000,8,4,2,3,2,2,2,3,0,5,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
"84709",85579991,1,8,2,0,5,5,2,2,2,2,2,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
"84714",85580471,1,5,2,0,9,5,2,2,2,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"84721",85580971,1,20,2,0,6,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84723",85581169,1,20,2,204000,9,5,2,2,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"84738",85581768,1,20,2,0,5,5,2,2,2,2,2,3,0,8,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
"84741",85581876,1,18,2,87000,8,4,2,2,3,3,3,3,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
"84748",85582115,1,14,2,72000,6,4,2,2,2,2,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84754",85582616,1,20,2,0,9,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84758",85582748,1,20,2,0,4,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84771",85583358,1,17,2,0,5,3,2,2,2,3,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84773",85583458,1,20,2,0,7,5,2,2,2,2,2,3,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"84780",85583945,1,20,2,78000,7,4,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84784",85584242,1,8,2,0,7,4,2,2,2,2,2,3,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"84789",85584719,1,16,2,132000,7,5,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84790",85584811,1,20,2,0,1,7,2,2,2,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84795",85585072,2,20,2,0,4,4,2,2,2,2,3,3,0,6,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
"84798",85585451,1,11,2,0,8,3,2,2,3,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84803",85585864,1,7,2,57000,7,4,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84807",85586036,1,20,2,55000,6,3,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84810",85586139,1,7,2,0,1,7,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84812",85586255,1,14,2,37000,6,4,2,2,2,2,3,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"84821",85587206,1,14,2,75000,8,4,2,2,2,2,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84838",85588384,1,11,2,0,9,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84841",85588472,1,7,1,0,3,2,2,2,3,3,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84848",85588869,1,20,2,107000,6,5,2,2,2,2,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"84851",85589022,1,20,2,45000,5,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84853",85589149,1,19,2,0,8,4,2,2,2,2,3,3,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
"84855",85589254,1,20,2,129000,7,6,2,2,2,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"84860",85589803,1,14,2,0,8,5,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"84863",85589877,1,11,2,0,5,3,2,3,3,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
"84865",85590188,1,15,2,142000,4,6,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84876",85591112,1,20,2,0,3,6,2,3,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84877",85591182,1,19,2,0,1,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"84879",85591491,1,8,2,0,7,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84881",85591587,1,14,2,81000,4,6,2,2,2,2,2,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"84885",85591750,1,20,2,34000,7,5,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84886",85591793,1,9,2,0,8,3,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"84888",85591960,4,5,2,0,6,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84906",85593376,1,11,2,0,4,5,2,2,2,2,2,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"84924",85594619,1,20,2,0,6,4,2,2,2,2,2,3,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0
"84930",85595272,1,12,2,281000,4,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"84933",85595462,1,20,2,129000,8,5,2,2,2,2,2,3,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"84968",85597591,1,11,2,0,7,4,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84974",85597843,1,15,2,0,1,7,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"84976",85598132,1,20,2,0,3,6,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84984",85599164,1,20,2,0,6,6,2,2,2,2,2,3,0,5,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
"85002",85606391,1,13,2,250000,9,3,3,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85007",85612051,1,2,2,0,8,4,2,2,2,2,2,2,0,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"85008",85612555,1,20,2,0,6,6,2,2,2,2,2,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85018",85617392,1,6,2,0,7,6,2,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"85024",85625295,1,20,2,54000,6,5,2,2,2,2,2,1,0,7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"85039",85640058,1,11,2,0,6,4,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85055",85651447,1,20,2,0,7,5,2,2,2,2,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0
"85073",85666404,4,6,2,0,8,4,2,2,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85082",85670281,1,7,2,0,7,4,2,2,3,3,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85118",85695455,1,18,2,0,7,5,2,2,2,2,2,1,1,15,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"85119",85695512,1,6,2,0,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85121",85698614,1,20,2,155000,5,4,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"85125",85699517,1,16,2,250000,9,4,2,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85137",85705979,1,2,2,0,9,7,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85144",85712301,1,6,2,0,9,4,2,2,3,2,2,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85154",85720389,1,16,2,109000,9,4,2,2,2,2,3,2,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"85155",85722060,1,20,2,0,9,7,2,2,2,2,2,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"85182",85736246,1,7,2,0,8,5,2,2,2,2,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85183",85736347,1,17,2,578000,9,5,2,2,2,3,3,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85185",85739602,1,20,2,565000,9,5,2,2,2,2,2,3,0,5,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0
"85186",85739634,1,4,2,0,4,3,2,3,2,2,3,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85232",85772773,1,20,2,0,4,6,2,2,2,2,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"85233",85773538,1,11,2,0,9,4,2,2,3,3,2,1,0,15,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0
"85247",85785342,2,4,2,0,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"85253",85791525,1,20,2,204000,7,4,2,2,2,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85260",85796246,1,20,2,0,5,3,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85263",85798130,1,19,2,94000,8,4,2,2,2,2,2,2,1,5,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"85265",85798808,1,5,2,0,4,4,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85278",85818127,1,20,2,0,5,6,2,2,2,2,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"85292",85829640,2,1,1,0,5,6,2,2,2,2,2,2,1,7,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0
"85304",85834377,1,19,2,0,7,4,2,3,3,3,3,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
"85307",85836228,3,5,2,0,9,5,2,2,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85323",85847715,1,20,2,70000,8,4,2,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"85324",85847840,2,15,2,89000,7,5,2,2,2,2,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"85331",85853016,1,18,2,182000,8,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85338",85855688,1,10,2,159000,9,5,2,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"85346",85857977,1,14,2,0,7,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85360",85865534,1,20,2,295000,7,4,2,2,2,3,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85378",85873650,1,20,2,0,7,5,2,2,2,2,2,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1
"85380",85875790,1,20,2,0,9,4,2,2,2,3,3,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"85403",85891158,1,3,2,0,3,7,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85422",85909256,1,19,2,134000,9,4,2,2,2,3,3,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85423",85911200,1,11,2,0,9,5,2,2,2,2,2,2,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"85438",85923661,1,7,2,0,9,5,2,2,2,2,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85446",85931945,4,3,2,0,6,5,2,2,2,2,2,2,1,14,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
"85457",85940816,1,20,2,0,7,4,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85492",85964009,1,3,2,0,6,3,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85518",85979477,1,13,2,0,6,5,2,2,2,2,2,2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
"85538",86003868,2,4,2,0,7,5,2,2,2,2,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"85540",86006108,1,13,2,0,7,5,3,2,2,2,2,2,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"85546",86009600,1,20,2,0,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85548",86012288,1,12,2,0,9,5,2,2,2,2,2,1,0,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"85564",86021669,1,20,2,177000,6,4,2,2,2,2,2,2,1,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"85576",86030700,1,20,2,0,3,7,2,2,2,2,2,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85582",86036241,1,20,2,119000,8,4,2,2,2,3,3,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85612",86064962,1,20,2,0,8,6,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"85617",86066977,1,3,2,0,9,2,2,2,2,2,2,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0
"85658",86103245,1,20,2,0,5,6,2,2,2,2,2,2,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"85671",86118652,1,20,2,297000,4,7,2,2,2,2,2,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85680",86125669,1,3,2,0,7,2,2,2,3,2,2,2,0,15,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"85711",86139079,1,4,1,0,7,2,2,2,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"85713",86139197,1,12,2,118000,6,7,2,2,2,2,2,1,1,14,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"85718",86144703,1,4,2,0,9,3,2,2,3,3,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85725",86148095,1,12,2,0,6,5,2,2,2,2,2,2,0,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"85742",86158403,4,11,2,111000,8,5,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"85752",86162990,1,13,2,0,7,4,2,2,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"85756",86165888,1,18,2,85000,9,4,2,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"85758",86167558,2,1,1,0,5,3,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85768",86174618,1,20,2,107000,7,4,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0
"85778",86181743,1,14,2,84000,6,3,2,3,3,2,2,2,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
"85790",86189309,1,4,2,0,9,3,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85793",86192599,1,9,2,0,6,4,2,2,2,2,2,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"85846",86230700,1,20,2,0,4,5,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85861",86237125,1,13,2,230000,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85866",86238777,1,9,2,0,9,3,2,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85870",86241722,1,16,2,91000,6,4,2,2,3,2,2,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"85871",86242957,1,20,2,0,7,4,2,2,2,2,2,2,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"85872",86245243,1,6,2,0,6,7,2,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85878",86251014,1,20,2,0,5,4,2,2,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85903",86266691,1,20,2,0,5,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"85906",86269907,1,20,2,0,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85921",86281327,1,2,2,0,7,4,2,2,3,3,3,1,0,7,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0
"85923",86284979,1,7,2,0,9,2,3,2,2,2,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"85930",86291371,1,6,2,0,7,4,2,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85933",86292392,1,10,2,0,6,4,3,3,2,3,2,1,1,8,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"85942",86303624,1,13,2,173000,5,5,2,2,3,2,2,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
"85973",86325897,1,9,2,0,6,4,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85978",86327502,1,12,2,0,9,4,2,2,2,2,3,2,1,5,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"85994",86332683,1,20,2,0,6,7,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86007",86340035,1,20,2,109000,9,5,2,2,2,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"86010",86341839,1,19,2,9000,6,4,2,2,2,2,2,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86015",86342315,1,8,2,0,7,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86021",86344295,2,2,2,0,9,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86025",86345690,1,20,2,216000,9,5,2,2,2,2,2,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86036",86352073,1,20,2,66000,6,4,2,2,2,2,2,2,1,7,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
"86062",86367688,2,1,2,0,7,5,2,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
"86080",86378113,1,2,2,0,9,4,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86081",86378628,1,20,2,154000,7,4,2,2,2,3,3,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"86107",86393761,1,20,2,0,6,5,2,2,2,2,2,1,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"86124",86396852,4,2,2,0,7,4,2,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86132",86401908,1,12,2,0,8,3,2,3,3,2,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"86141",86410598,1,20,2,0,8,5,2,2,2,2,2,3,0,5,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"86152",86414817,1,3,1,0,4,1,2,2,2,2,2,2,0,13,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"86159",86419702,1,3,2,0,6,4,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86160",86419766,1,20,2,0,9,4,2,2,3,2,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86167",86421543,4,6,2,0,9,5,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86183",86432333,1,13,2,0,6,5,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86185",86433574,1,10,2,335000,9,4,2,2,3,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"86201",86442265,1,17,2,0,9,3,2,2,2,3,3,2,1,15,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"86216",86448463,1,11,2,0,8,4,2,2,3,2,2,2,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
"86239",86461052,1,2,2,0,8,3,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86246",86462859,1,5,2,0,9,4,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86257",86466630,1,20,2,0,9,4,2,2,2,2,3,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86264",86469623,1,7,2,0,7,4,2,2,2,2,3,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86270",86471611,1,20,2,174000,1,4,2,2,2,2,2,2,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"86291",86486351,1,20,2,46000,9,5,2,2,2,2,2,2,0,6,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"86298",86491207,1,18,2,190000,7,4,2,2,2,3,3,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0
"86302",86494298,2,4,1,0,4,3,2,2,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"86311",86501765,2,8,2,0,2,5,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
