"","Cust_ID","Dwelling","LengthRes","HomeCode","HomeValue","IncCode","AgeCode","Child0_2","Child3_5","Child6_11","Child12_16","Child17_18","FirstChannel","Email","OccupCd","Travel","CurrAff","CurrEv","Wines","FineArts","Exercise","SelfHelp","Collect","Needle","Sewing","DogOwner","CarOwner","Cooking","Pets","Fashion","Camping","Hunting","Boating"
"10462",45510562,1,12,2,0,9,4,2,2,2,3,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10468",45516757,1,20,2,142000,8,4,2,2,2,2,2,1,1,7,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"10469",45518895,1,20,2,206000,7,6,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10485",45535544,1,20,2,0,7,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10489",45540540,1,10,2,152000,7,5,2,2,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"10493",45551630,1,3,2,0,9,7,2,2,2,2,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"10497",45553683,1,14,2,223000,9,5,2,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"10498",45553841,2,7,2,212000,9,4,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10503",45556295,1,16,2,0,7,6,2,2,2,2,2,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10506",45557936,1,12,2,238000,9,4,2,2,2,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10514",45563694,1,11,2,176000,8,5,2,2,3,3,2,3,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"10521",45570223,1,12,2,0,5,7,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10536",45609249,1,15,2,152000,6,4,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10540",45611145,1,12,2,103000,4,4,2,2,2,2,2,1,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"10549",45624389,1,20,2,160000,3,6,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10551",45628023,1,20,2,188000,9,5,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10553",45628460,1,20,2,207000,7,7,2,2,2,2,2,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
"10555",45629317,1,8,2,0,9,3,2,2,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10558",45632635,1,20,2,125000,6,3,2,2,2,3,3,2,1,15,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"10560",45634595,1,6,2,0,7,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10573",45651204,1,7,2,148000,4,4,2,2,2,2,2,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"10574",45652908,1,20,2,130000,1,4,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10581",45658994,1,20,2,150000,9,4,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10583",45661977,1,20,2,0,5,4,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10585",45668477,4,13,2,0,3,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10599",45690902,1,12,2,167000,7,5,2,2,2,2,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"10603",45695958,1,19,2,206000,8,4,2,2,2,3,3,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10611",45715696,1,7,2,0,9,3,3,2,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"10612",45716186,1,10,2,0,5,5,2,2,2,2,2,1,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"10613",45719588,1,11,2,87000,7,4,2,2,2,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"10614",45719890,1,20,2,0,4,4,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10622",45731724,1,1,2,0,8,3,2,2,2,3,2,1,0,6,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"10632",45747846,4,3,2,0,3,7,2,2,2,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10635",45752692,2,10,2,109000,8,5,2,2,2,3,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10640",45758845,1,16,2,0,6,3,2,2,2,3,2,3,0,5,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"10644",45773015,2,19,2,111000,6,5,2,2,2,2,2,2,0,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"10645",45777038,1,20,2,0,1,6,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10654",45814375,1,6,2,0,9,4,2,2,2,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"10655",45814428,1,20,2,79000,6,5,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10659",45826523,1,20,2,0,9,4,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10660",45831091,1,19,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10670",45851263,1,20,2,100000,1,6,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10671",45854577,1,8,2,0,9,4,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10672",45859052,1,1,2,0,6,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10684",45886045,3,20,2,131000,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10688",45901525,1,9,2,0,9,4,2,2,2,3,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10693",45913842,1,20,2,108000,2,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10698",45932043,1,4,2,0,8,5,2,2,2,2,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10699",45933643,1,12,2,115000,3,6,2,2,2,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10703",45937927,2,8,2,0,5,5,2,2,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"10705",45949430,1,10,2,0,4,6,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10710",45954704,1,20,2,0,5,5,2,2,2,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"10711",45960677,1,20,2,53000,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10714",45965737,1,8,2,0,4,7,2,2,2,2,2,1,0,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10716",45970575,1,20,2,125000,5,7,2,2,2,2,2,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10719",45976688,1,19,2,62000,6,4,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10721",45978329,1,20,2,117000,4,6,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"10731",45999731,1,12,2,119000,6,4,2,2,2,3,3,1,0,5,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0
"10740",46013636,1,20,2,0,6,5,2,2,2,2,2,1,0,15,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0
"10747",46023997,1,13,2,205000,8,4,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10751",46026141,1,11,2,165000,6,3,2,2,3,3,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10758",46031480,1,20,2,0,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10759",46031848,1,20,2,185000,5,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10761",46032338,1,16,2,170000,7,5,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10769",46041247,1,20,2,0,5,7,2,2,2,2,2,3,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"10785",46061253,1,14,2,334000,9,3,2,2,2,3,2,3,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"10790",46067131,1,6,2,159000,9,4,2,2,2,3,2,2,0,15,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
"10803",46082682,1,20,2,0,9,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10807",46089338,4,20,2,0,3,7,2,2,2,2,2,3,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10819",46107420,1,18,2,201000,9,4,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10823",46113281,1,11,2,0,9,5,2,2,2,3,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10835",46127429,1,9,2,251000,9,5,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10845",46147238,1,19,2,157000,6,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10846",46148299,1,20,2,156000,1,5,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10850",46150809,2,14,2,240000,9,5,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10857",46154332,1,12,2,226000,9,4,2,2,2,3,2,3,0,5,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"10863",46157502,1,9,2,254000,9,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"10867",46159791,1,20,2,0,9,4,2,2,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10874",46166878,1,7,2,0,8,3,2,2,3,3,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10878",46174865,1,19,2,163000,7,5,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10879",46174917,1,20,2,0,7,7,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10883",46177904,2,19,2,160000,5,4,2,2,2,2,2,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"10894",46190548,1,11,2,260000,9,4,2,2,2,2,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10904",46201007,1,15,2,212000,9,5,2,2,2,2,2,3,0,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"10918",46213472,1,11,2,216000,6,7,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10920",46215257,1,20,2,0,4,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10922",46217489,1,16,2,0,6,6,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10923",46220220,1,20,2,427000,9,6,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10928",46225923,1,11,2,105000,7,3,2,3,3,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10931",46231757,1,13,2,153000,9,3,2,2,3,3,2,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"10932",46235886,1,20,2,0,7,6,2,2,2,2,2,3,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"10936",46239699,1,7,2,0,7,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10937",46240280,1,10,2,155000,9,3,2,2,2,2,2,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"10944",46251209,1,20,2,0,9,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10945",46251392,1,19,2,190000,9,4,2,2,2,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10959",46266463,1,13,2,277000,9,4,2,2,2,3,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10967",46275390,1,10,2,471000,9,5,2,2,2,2,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"10970",46277619,1,18,2,138000,5,6,2,2,2,2,2,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10972",46279353,1,10,2,138000,9,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10977",46284635,1,4,2,0,8,4,2,2,3,3,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10984",46291763,1,16,2,0,7,5,2,2,2,2,2,3,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
"10995",46309392,1,20,2,137000,7,5,2,2,2,2,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
"10996",46310332,1,20,2,149000,5,6,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11004",46322983,1,13,2,0,3,5,2,2,2,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11006",46326502,1,20,2,0,6,6,2,2,2,2,2,3,0,14,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"11010",46328467,1,20,2,153000,5,3,2,2,2,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011",46329035,1,9,2,0,7,7,2,2,2,2,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11013",46330634,1,19,2,140000,9,3,2,2,3,3,3,3,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11015",46331244,1,20,2,153000,7,6,2,2,2,2,2,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
"11016",46331951,1,20,2,147000,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"11019",46339411,1,20,2,170000,7,3,2,2,2,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11029",46344363,1,6,2,0,9,5,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11030",46344456,1,14,2,0,9,4,2,2,2,3,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11031",46346018,1,20,2,0,7,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11034",46349399,1,12,2,176000,9,4,2,2,2,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11054",46383146,1,13,2,158000,6,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11059",46390517,1,17,2,171000,9,5,2,2,2,2,2,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11062",46392794,1,8,2,0,7,5,2,2,2,2,2,3,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11066",46394766,1,7,2,0,9,4,2,2,2,2,2,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11076",46397798,1,9,2,0,4,6,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11077",46398703,1,20,2,173000,4,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11094",46421430,1,20,2,0,9,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11097",46425992,1,4,2,0,9,4,2,2,2,2,2,2,0,15,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0
"11098",46427364,1,14,2,189000,6,5,2,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11103",46430146,4,10,2,0,4,7,2,2,2,2,2,1,0,14,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"11112",46449294,4,20,2,0,4,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11115",46452328,1,19,2,296000,9,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11140",46481374,1,10,2,324000,9,5,2,2,2,2,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11142",46484230,1,4,2,0,3,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11144",46494658,1,16,2,0,6,5,2,3,2,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"11150",46509508,1,20,2,114000,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11159",46519385,1,20,2,107000,4,6,2,2,2,3,2,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11163",46522803,4,13,2,0,1,7,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11166",46530529,1,20,2,104000,7,5,2,2,2,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"11168",46532978,1,13,2,97000,7,5,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11171",46536590,1,11,2,142000,9,3,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11178",46545449,1,19,2,104000,9,5,2,2,3,2,2,2,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"11179",46546706,1,10,2,160000,6,6,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11180",46549004,1,20,2,129000,3,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11181",46549066,1,17,2,0,7,4,2,2,2,2,2,1,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"11193",46566694,1,20,2,0,9,7,2,2,2,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11195",46573230,1,15,2,140000,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11200",46576021,4,2,2,0,3,6,2,2,2,3,3,3,0,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"11210",46582867,1,8,2,0,5,4,2,2,2,2,2,1,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"11218",46591309,1,8,2,0,6,3,2,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11229",46600769,1,8,2,0,9,5,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11230",46605335,1,20,2,111000,5,6,2,2,2,2,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11237",46614462,1,8,2,0,6,3,2,2,3,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"11240",46616198,4,5,2,0,6,7,2,2,2,2,2,1,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11245",46620982,1,20,2,165000,7,6,2,2,2,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11249",46625339,1,7,2,0,5,4,2,2,2,2,2,1,0,6,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
"11254",46628608,1,20,2,0,6,5,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"11256",46631841,1,1,2,0,1,6,2,2,2,2,2,3,0,5,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0
"11264",46637460,1,16,2,353000,8,4,2,2,2,2,3,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11275",46653105,1,16,2,157000,3,7,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"11280",46658996,1,14,2,178000,6,3,2,2,2,3,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11282",46661258,1,20,2,174000,6,4,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11283",46662457,1,10,2,207000,9,5,2,2,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11284",46663106,1,10,2,0,9,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11295",46674933,1,19,2,215000,9,5,2,2,2,2,2,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
"11302",46679017,1,20,2,0,6,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11303",46679399,1,20,2,156000,2,5,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11316",46693863,1,20,2,238000,7,5,2,2,2,2,2,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
"11317",46693985,1,20,2,252000,4,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11318",46694515,2,17,2,190000,5,6,2,2,2,2,2,3,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
"11319",46694951,1,13,2,176000,6,4,2,2,2,2,2,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11325",46699739,1,17,2,178000,9,6,2,2,3,3,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11329",46707298,1,16,2,235000,7,4,2,2,2,2,2,3,0,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11331",46708790,1,20,2,0,7,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"11336",46711703,2,7,2,212000,9,3,2,2,3,2,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11364",46773939,4,14,2,624000,9,7,2,2,2,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"11375",46800749,1,11,2,0,9,6,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11376",46801777,3,7,2,89000,5,3,2,2,2,2,2,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"11377",46805083,2,20,2,306000,8,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11398",46826066,3,12,2,563000,7,6,2,2,2,2,2,1,0,15,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"11404",46842708,2,20,2,146000,1,6,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11410",46856319,2,19,2,153000,7,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11421",46893821,2,20,2,0,4,5,2,2,2,2,2,3,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"11423",46903887,2,20,2,123000,8,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11437",46932677,1,3,2,169000,6,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"11438",46935608,4,20,2,0,5,6,2,2,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"11444",46949953,1,20,2,68000,3,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11445",46951666,1,20,2,0,5,4,2,2,2,2,2,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"11447",46954564,4,15,2,0,3,5,2,2,2,2,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"11463",46970850,4,10,2,0,6,6,2,2,2,2,2,2,1,7,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
"11467",46978760,1,18,2,162000,6,4,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11468",46980125,1,20,2,0,6,4,2,2,2,2,2,1,0,7,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
"11474",46990525,1,7,2,0,9,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11488",47021502,1,20,2,96000,8,3,2,2,2,3,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11491",47027024,2,8,2,0,7,4,3,3,2,3,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
