"","Cust_ID","Dwelling","LengthRes","HomeCode","HomeValue","IncCode","AgeCode","Child0_2","Child3_5","Child6_11","Child12_16","Child17_18","FirstChannel","Email","OccupCd","Travel","CurrAff","CurrEv","Wines","FineArts","Exercise","SelfHelp","Collect","Needle","Sewing","DogOwner","CarOwner","Cooking","Pets","Fashion","Camping","Hunting","Boating","Segment"
"1947",46346018,1,20,2,0,7,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1948",46349399,1,12,2,176000,9,4,2,2,2,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1949",46383146,1,13,2,158000,6,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1950",46390517,1,17,2,171000,9,5,2,2,2,2,2,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1951",46392794,1,8,2,0,7,5,2,2,2,2,2,3,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"1952",46394766,1,7,2,0,9,4,2,2,2,2,2,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1953",46397798,1,9,2,0,4,6,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1954",46398703,1,20,2,173000,4,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1955",46421430,1,20,2,0,9,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1956",46425992,1,4,2,0,9,4,2,2,2,2,2,2,0,15,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,"1"
"1957",46427364,1,14,2,189000,6,5,2,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3"
"1958",46430146,4,10,2,0,4,7,2,2,2,2,2,1,0,14,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"1"
"1959",46449294,4,20,2,0,4,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1960",46452328,1,19,2,296000,9,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1961",46481374,1,10,2,324000,9,5,2,2,2,2,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1962",46484230,1,4,2,0,3,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1963",46494658,1,16,2,0,6,5,2,3,2,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"2"
"1964",46509508,1,20,2,114000,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1965",46519385,1,20,2,107000,4,6,2,2,2,3,2,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1966",46522803,4,13,2,0,1,7,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1967",46530529,1,20,2,104000,7,5,2,2,2,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"3"
"1968",46532978,1,13,2,97000,7,5,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1969",46536590,1,11,2,142000,9,3,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1970",46545449,1,19,2,104000,9,5,2,2,3,2,2,2,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,"1"
"1971",46546706,1,10,2,160000,6,6,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1972",46549004,1,20,2,129000,3,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1973",46549066,1,17,2,0,7,4,2,2,2,2,2,1,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"3"
"1974",46566694,1,20,2,0,9,7,2,2,2,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1975",46573230,1,15,2,140000,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1976",46576021,4,2,2,0,3,6,2,2,2,3,3,3,0,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,"1"
"1977",46582867,1,8,2,0,5,4,2,2,2,2,2,1,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"3"
"1978",46591309,1,8,2,0,6,3,2,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
"1979",46600769,1,8,2,0,9,5,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1980",46605335,1,20,2,111000,5,6,2,2,2,2,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1981",46614462,1,8,2,0,6,3,2,2,3,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"3"
"1982",46616198,4,5,2,0,6,7,2,2,2,2,2,1,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1983",46620982,1,20,2,165000,7,6,2,2,2,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1984",46625339,1,7,2,0,5,4,2,2,2,2,2,1,0,6,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,"1"
"1985",46628608,1,20,2,0,6,5,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"3"
"1986",46631841,1,1,2,0,1,6,2,2,2,2,2,3,0,5,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,"1"
"1987",46637460,1,16,2,353000,8,4,2,2,2,2,3,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1988",46653105,1,16,2,157000,3,7,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"3"
"1989",46658996,1,14,2,178000,6,3,2,2,2,3,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1990",46661258,1,20,2,174000,6,4,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1991",46662457,1,10,2,207000,9,5,2,2,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1992",46663106,1,10,2,0,9,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1993",46674933,1,19,2,215000,9,5,2,2,2,2,2,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,"1"
"1994",46679017,1,20,2,0,6,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1995",46679399,1,20,2,156000,2,5,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1996",46693863,1,20,2,238000,7,5,2,2,2,2,2,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,"1"
"1997",46693985,1,20,2,252000,4,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"1998",46694515,2,17,2,190000,5,6,2,2,2,2,2,3,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,"1"
"1999",46694951,1,13,2,176000,6,4,2,2,2,2,2,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"2000",46699739,1,17,2,178000,9,6,2,2,3,3,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2001",46707298,1,16,2,235000,7,4,2,2,2,2,2,3,0,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"1"
"2002",46708790,1,20,2,0,7,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"3"
"2003",46711703,2,7,2,212000,9,3,2,2,3,2,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3"
"2004",46773939,4,14,2,624000,9,7,2,2,2,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"1"
"2005",46800749,1,11,2,0,9,6,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2006",46801777,3,7,2,89000,5,3,2,2,2,2,2,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"3"
"2007",46805083,2,20,2,306000,8,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2008",46826066,3,12,2,563000,7,6,2,2,2,2,2,1,0,15,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"1"
"2009",46842708,2,20,2,146000,1,6,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2010",46856319,2,19,2,153000,7,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2011",46893821,2,20,2,0,4,5,2,2,2,2,2,3,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"3"
"2012",46903887,2,20,2,123000,8,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2013",46932677,1,3,2,169000,6,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3"
"2014",46935608,4,20,2,0,5,6,2,2,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"3"
"2015",46949953,1,20,2,68000,3,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2016",46951666,1,20,2,0,5,4,2,2,2,2,2,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,"1"
"2017",46954564,4,15,2,0,3,5,2,2,2,2,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"3"
"2018",46970850,4,10,2,0,6,6,2,2,2,2,2,2,1,7,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,"1"
"2019",46978760,1,18,2,162000,6,4,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2020",46980125,1,20,2,0,6,4,2,2,2,2,2,1,0,7,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,"1"
"2021",46990525,1,7,2,0,9,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2022",47021502,1,20,2,96000,8,3,2,2,2,3,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2023",47027024,2,8,2,0,7,4,3,3,2,3,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"2"
"2024",47027728,1,17,2,0,5,5,2,2,2,2,2,1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"3"
"2025",47036388,1,9,2,0,6,3,2,2,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2026",47039713,1,20,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,"1"
"2027",47046925,1,11,2,0,7,4,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2028",47050065,1,14,2,72000,7,5,2,3,2,2,2,3,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,"2"
"2029",47050656,1,20,2,57000,9,4,2,2,2,2,2,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,"1"
"2030",47056798,1,20,2,108000,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2031",47057579,1,15,2,103000,7,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2032",47057890,1,20,2,118000,4,7,2,2,2,2,2,1,0,14,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,"1"
"2033",47058574,1,6,2,0,9,5,3,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
"2034",47061651,1,20,2,0,5,3,2,2,2,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2035",47062369,1,20,2,65000,9,5,2,2,2,2,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"2036",47069605,1,20,2,0,3,6,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2037",47071261,1,12,2,0,9,7,2,2,3,3,2,3,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3"
"2038",47079723,1,20,2,0,3,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2039",47088224,1,18,2,43000,8,5,2,2,2,2,2,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,"1"
"2040",47106490,2,13,2,47000,6,4,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"3"
"2041",47108259,1,20,2,98000,9,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2042",47109517,1,5,2,0,9,6,2,2,2,2,2,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"3"
"2043",47111949,1,8,2,0,8,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2044",47115263,1,20,2,0,5,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3"
"2045",47115810,1,10,2,60000,6,5,2,2,2,2,2,3,0,7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"3"
"2046",47128069,1,20,2,82000,7,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"3"
"2047",47148150,1,4,2,0,9,5,2,2,2,2,2,1,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2048",47148835,1,20,2,0,9,7,2,2,2,2,2,1,0,15,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1"
"2049",47148916,2,17,2,105000,6,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2050",47153084,1,9,2,0,4,6,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2051",47154845,1,18,2,107000,9,4,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2052",47159847,1,20,2,155000,6,7,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2053",47168704,1,20,2,22000,7,5,2,2,2,2,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"1"
"2054",47169528,2,2,2,0,8,5,2,2,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"1"
"2055",47176788,1,9,2,0,8,6,2,2,2,2,2,1,0,14,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"1"
"2056",47179631,1,20,2,0,1,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2057",47186948,1,20,2,0,5,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"3"
"2058",47187086,1,7,2,0,7,6,2,2,2,2,2,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"3"
"2059",47188893,1,18,2,35000,6,5,2,2,2,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3"
"2060",47190138,1,14,2,80000,4,6,2,2,2,2,2,3,0,5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,"1"
"2061",47196514,1,8,2,70000,7,5,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2062",47211315,1,9,2,0,8,5,2,2,2,2,2,3,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,"1"
"2063",47212336,1,20,2,130000,3,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2064",47221336,1,15,2,97000,5,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2065",47223698,1,20,2,0,5,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2066",47225736,1,18,2,0,6,5,2,2,3,2,2,2,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,"1"
"2067",47242205,1,20,2,60000,7,5,2,2,2,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"1"
"2068",47253345,1,20,2,0,3,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2069",47257394,1,20,2,0,4,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"3"
"2070",47257906,1,20,2,57000,9,5,2,2,2,2,2,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"2071",47271827,1,9,2,0,6,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"3"
"2072",47275999,1,16,2,75000,9,5,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2073",47281468,1,20,2,70000,3,7,2,2,2,3,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2074",47284726,1,20,2,90000,5,7,2,2,2,2,2,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2075",47288536,1,11,2,81000,5,5,2,2,2,3,2,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,"1"
"2076",47290365,1,20,2,115000,6,7,2,2,2,2,2,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"3"
"2077",47306801,1,20,2,0,1,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2078",47323623,1,16,2,309000,3,6,2,2,2,2,2,3,1,15,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,"1"
"2079",47324224,1,6,2,0,9,6,2,2,2,2,2,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2080",47324820,1,12,2,0,9,4,2,2,2,3,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3"
"2081",47325959,1,15,2,296000,9,4,2,2,2,3,3,1,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"3"
"2082",47331400,1,8,2,0,9,3,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2083",47333658,1,20,2,158000,9,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2084",47333786,1,20,2,139000,8,5,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2085",47358375,1,18,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2086",47363948,1,13,2,80000,9,3,2,3,3,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,"2"
"2087",47377429,1,20,2,99000,7,5,2,2,2,2,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,"1"
"2088",47392775,1,20,2,0,6,5,2,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2089",47407523,1,20,2,0,3,4,2,2,2,2,2,2,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,"1"
"2090",47408115,1,20,2,0,4,7,2,2,2,2,2,3,0,7,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,"1"
"2091",47427776,1,20,2,151000,4,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2092",47427784,1,17,2,0,8,5,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,"3"
"2093",47438239,1,17,2,132000,9,4,2,2,3,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"1"
"2094",47438788,1,10,2,146000,7,5,2,2,2,2,2,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"1"
"2095",47445692,1,7,2,0,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"3"
"2096",47451427,1,20,2,0,9,7,2,2,2,2,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"1"
"2097",47453429,1,20,2,0,8,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2098",47470178,1,16,2,164000,9,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2099",47471449,1,6,2,0,9,4,2,2,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2100",47471847,1,20,2,0,5,5,2,2,2,2,2,3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"1"
"2101",47472595,1,20,2,0,8,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2102",47478981,1,3,2,0,9,3,2,2,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2103",47485258,1,13,2,80000,9,4,2,2,2,3,2,2,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"1"
"2104",47494266,1,8,2,0,9,5,2,2,2,2,2,1,0,5,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,"1"
"2105",47497038,1,16,2,0,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2106",47501471,2,17,2,0,3,4,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"3"
"2107",47504189,1,16,2,0,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"3"
"2108",47508937,1,12,2,0,6,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2109",47518453,1,11,2,0,4,6,2,2,2,2,2,3,0,6,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,"1"
"2110",47519088,1,7,2,0,1,6,2,2,2,2,2,3,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2111",47532058,1,20,2,96000,3,7,2,2,2,2,2,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2112",47538732,1,20,2,0,3,6,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2113",47561429,1,20,2,0,1,6,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"3"
"2114",47588779,1,12,2,0,9,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2115",47591546,1,20,2,114000,7,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2116",47595887,1,1,2,0,9,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2117",47601101,1,20,2,119000,6,5,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"3"
"2118",47612149,1,20,2,129000,1,5,2,2,2,2,2,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,"1"
"2119",47617835,1,14,2,200000,9,4,2,2,2,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,"1"
"2120",47619075,1,20,2,204000,3,6,2,2,2,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"3"
"2121",47631309,1,20,2,118000,6,4,2,2,2,3,3,2,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"1"
"2122",47632755,1,20,2,0,5,7,2,2,2,2,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"3"
"2123",47657249,1,8,2,0,7,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
"2124",47663832,1,18,2,0,7,5,2,2,2,2,2,3,0,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"1"
"2125",47672122,1,20,2,0,2,7,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,"1"
"2126",47672659,1,16,2,0,7,5,2,2,2,2,2,1,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,"1"
